id,first_name,last_name,email,car_make,car_model,car_year,car_price
974,Rip,Cameli,rcamelir1@altervista.org,Toyota,Solara,1999,38622.0
975,Arielle,Chapelle,achapeller2@java.com,Hyundai,Elantra,2000,11051.0
976,Dicky,Gilleson,dgillesonr3@engadget.com,Mercury,Cougar,1999,43591.0
977,Valeria,Tickel,vtickelr4@free.fr,Honda,Passport,2000,42356.0
978,Leola,Dwine,ldwiner5@github.io,Toyota,"Land Cruiser",2004,49921.0
980,Kane,Hickinbottom,khickinbottomr7@wunderground.com,Mazda,MX-5,2007,42178.0
981,Helge,Kubala,hkubalar8@cbslocal.com,BMW,X6,2010,59831.0
982,Garik,Whiteoak,gwhiteoakr9@latimes.com,Volkswagen,Cabriolet,1995,51733.0
983,Caryl,Rizon,crizonra@multiply.com,Volkswagen,Touareg,2007,15610.0
984,Shayla,Colclough,scolcloughrb@census.gov,Porsche,911,1999,15551.0
985,Daryl,Kelsall,dkelsallrc@google.it,Mitsubishi,Lancer,2009,13884.0
987,Brook,Tole,btolere@aboutads.info,Ford,Mustang,2010,8017.0
988,Robert,Murdoch,rmurdochrf@google.es,Mitsubishi,"Mighty Max Macro",1994,20319.0
990,Haslett,Polglase,hpolglaserh@webnode.com,Bentley,Brooklands,2009,19101.0
991,Carlita,Crole,ccroleri@mail.ru,Cadillac,Fleetwood,1995,21488.0
992,Benedicta,Copello,bcopellorj@google.com.br,Saab,900,1991,4988.0
993,Eddy,Osmant,eosmantrk@house.gov,Saturn,VUE,2002,6463.0
994,Hansiain,Sapson,hsapsonrl@adobe.com,Mitsubishi,Challenger,1999,58481.0
995,Sydney,Grinyer,sgrinyerrm@artisteer.com,GMC,"Suburban 2500",1997,35713.0
996,Johannes,Theriot,jtheriotrn@vimeo.com,GMC,"Yukon XL 1500",2006,11003.0
997,Tore,Vizard,tvizardro@salon.com,Smart,Fortwo,2009,21734.0
998,Armin,Arangy,aarangyrp@sourceforge.net,Mitsubishi,Challenger,2002,32607.0
999,Ingeberg,Stede,istederq@domainmarket.com,Infiniti,QX,1997,44757.0
1000,Sylvia,Coton,scotonrr@thetimes.co.uk,Chevrolet,3500,1997,26258.0
